song_id,title_original,title_ko,producers,vocal_engines,main_link,lyrics_file,mood_tags,joy,sadness,dreamy,tension,dark,energy,cute,chaotic
s0059,アルティメットセンパイ,얼티밋 선배,PINOCCHIOP,하츠네 미쿠(初音ミク),https://youtu.be/MnJq5kSn-GY?si=xVurTWeJOjDQz2N7,s0059.txt,"dreamy,funny,hopeful",100,40,95,50,35,80,70,70
s0060,一千光年,일천광년,Iyowa,"GUMI,v flower,아다치 레이(足立レイ),카아이 유키(歌愛ユキ),카후(可不),하츠네 미쿠(初音ミク),세카이(星界),리메(裏命),하나쿠마 치후유(花隈千冬),VY1,SOLARIA",https://youtu.be/uB_jQ8H2Yeg?si=Qbv1GFfuItHAwL9z,s0060.txt,"happy,hopeful",100,35,60,50,30,85,65,50
s0061,たびのまえ、たびのあと,"여행 전, 여행 후",Iyowa,하츠네 미쿠(初音ミク),https://youtu.be/HbS1T4d1P70?si=c99zBvoqVETGD-Rx,s0061.txt,"happy,cute,energetic",100,35,55,60,40,100,95,60
s0062,ゆめみるうろこ,꿈꾸는 비늘,Iyowa,치세이(知声),https://youtu.be/7-2PUEl-7a4?si=RJ78W9LOMqhfiPtF,s0062.txt,"dreamy,energetic",60,50,85,60,55,80,50,60
s0063,ぷらいまり,프라이머리,Iyowa,카후(可不),https://youtu.be/pIF_snWKz2g?si=itPyumx-zM7enhbO,s0063.txt,"happy,cute,chaotic,mysterious",95,45,80,85,70,100,95,95
s0064,アプリコット,애프리콧,Iyowa,하츠네 미쿠(初音ミク),https://youtu.be/_uMDEIPgmFI?si=vNzZUQaJ97gUFF0D,s0064.txt,"cute,chaotic,horror",50,60,65,100,100,90,85,100
s0065,パジャミィ,파자미,Iyowa,하츠네 미쿠(初音ミク),https://youtu.be/aBZqxfnvaVA?si=cOpnFtuhXDkQp2ak,s0065.txt,"sad,cute,chaotic,hopeful",95,75,70,70,60,90,90,85
s0066,1000年生きてる,1000년 살고 있어,Iyowa,하츠네 미쿠(初音ミク),https://youtu.be/3em-J9yYPAo?si=81aGAyaRa3Byfy5C,s0066.txt,"dark,chaotic,hopeful",65,60,65,80,85,90,55,95
s0067,IMAWANOKIWA,IMAWANOKIWA,Iyowa,하츠네 미쿠(初音ミク),https://youtu.be/OVwCr2MESfo?si=r965evzuOQ7HoRyV,s0067.txt,"dark,chaotic,despair",20,100,60,95,100,70,50,100
s0068,水死体にもどらないで,익사체로 돌아가지 말아줘,Iyowa,"v flower,하츠네 미쿠(初音ミク)",https://youtu.be/1bTQMYnEf_Y?si=csEu6m4LgDPZ3Xf0,s0068.txt,"happy,sad,chaotic,electronic",90,70,70,80,60,100,60,95
s0069,メズマライザー,메스머라이저,사츠키,"카사네 테토(重音テト),하츠네 미쿠(初音ミク)",https://youtu.be/19y8YTbvri8?si=eBp_Ph9PhKHjqpTe,s0069.txt,"cute,chaotic,horror,electronic",60,60,80,100,100,100,85,100
s0070,グッバイ宣言,굿바이 선언,Chinozo,v flower,https://youtu.be/dHXC_ahjtEE?si=v02oMohOxV4qwLP0,s0070.txt,"energetic,hopeful,fast",90,35,60,70,40,100,55,70
s0071,TAMAYA,TAMAYA,Chinozo,v flower,https://youtu.be/H_WXMJ6dUGY?si=J2cN1tgYFJ-vJpwP,s0071.txt,"dreamy,nostalgic,hopeful",80,70,100,50,50,50,55,50
s0072,少女A,소녀A,시이나 모타,카가미네 린(鏡音リン),https://youtu.be/AqI97zHMoQw?si=yZppcRcEXe3A6ryD,s0072.txt,"dreamy,dark,lonely,hopeful",65,90,100,60,95,50,55,60
s0073,強風オールバック,강풍 올백,유코피,카아이 유키(歌愛ユキ),https://youtu.be/D6DVTLvOupE?si=kpuI9ywlx2A3YuGd,s0073.txt,"cute,funny",100,40,55,50,40,80,100,70
s0074,メルト,멜트,ryo,하츠네 미쿠(初音ミク),https://youtu.be/o1jAMSQyVPc?si=xvwopTFq5OQBYeRR,s0074.txt,"happy,cute,romantic",100,50,70,50,40,80,100,50
s0075,ワールドイズマイン,월드 이즈 마인,ryo,하츠네 미쿠(初音ミク),https://youtu.be/jhl5afLEKdo?si=71LYKk_hq2RgTTD2,s0075.txt,"dreamy,cute,romantic",90,65,100,50,55,55,95,50
s0076,バグ,버그,카이리키 베어,하츠네 미쿠(初音ミク),https://youtu.be/FkO8ub83wss?si=ZJUcKP_aGhNhNYGJ,s0076.txt,"dark,energetic",50,60,55,70,85,85,50,70
s0077,メロメロイド,헤롱헤롱로이드,카이리키 베어,하츠네 미쿠(初音ミク),https://youtu.be/TFpizvPDbec?si=WUWCT_KpN3iV9AiU,s0077.txt,"cute,chaotic,fast",75,45,55,80,60,100,85,95
s0078,ダーリンダンス,달링 댄스,카이리키 베어,하츠네 미쿠(初音ミク),https://youtu.be/Rkrm5foi188?si=97BoBD1YioG9DnFZ,s0078.txt,"cute,chaotic,romantic",90,60,70,70,60,85,95,85
s0079,おちゃめ機能,장난기 기능,라마즈P,카사네 테토(重音テト),https://youtu.be/yr3k-Ok9GE4?si=rACM1T8cgESSYzI3,s0079.txt,"happy,cute,romantic",100,50,70,50,40,80,100,50
s0080,ブレインロット,브레인롯,Tokyo Manaka,카사네 테토(重音テト),https://youtu.be/UsjsYMo3O1Q?si=XWt9MdEQNk-3KELN,s0080.txt,"dreamy,nostalgic,electronic",65,75,100,60,60,55,50,60
s0081,マーシャル・マキシマイザー,마셜 맥시마이저,히이라기 마그네타이트,카후(可不),https://youtu.be/jMKPYg0uhCI?si=6xCC6jT0znXMXwfQ,s0081.txt,"cute,mysterious,fast",70,50,80,75,70,90,85,70
s0082,テトリス,테토리스,히이라기 마그네타이트,카사네 테토(重音テト),https://youtu.be/Soy4jGPHr3g?si=duSlgWU1TydRrmzG,s0082.txt,"energetic,funny,fast",95,30,50,70,40,100,65,90
s0083,雑魚,잡어,히이라기 마그네타이트,"카사네 테토(重音テト),하츠네 미쿠(初音ミク)",https://youtu.be/kqj7b59D85Y?si=i-OnT0lGIYi8eWyX,s0083.txt,"happy,cute",100,40,55,50,40,80,95,50
s0084,混沌ブギ,혼돈 부기,jon-YAKITORY,하츠네 미쿠(初音ミク),https://youtu.be/1Swg-aBO9eY?si=Nj80rC9n2JOU8uny,s0084.txt,"energetic,chaotic",60,45,50,80,60,100,50,95
s0085,ハナタバ,꽃다발,MIMI,카후(可不),https://youtu.be/7xht3kQO_TM?si=BqgHon9-z7Mo-rvp,s0085.txt,"cute,lonely,hopeful",95,70,80,50,55,65,90,50
s0086,くうになる,텅 비어가,MIMI,"카후(可不),하츠네 미쿠(初音ミク)",https://youtu.be/f6TytcA47rI?si=vLqrqJxrpynETezT,s0086.txt,"dreamy,cute,hopeful",95,50,100,50,45,70,90,50
s0087,Spoken For,Spoken For,FLAVOR FOLEY,카사네 테토(重音テト),https://youtu.be/LvYL8u4p-aM?si=Hanr6iHLaAlagXex,s0087.txt,"dark,funny,despair,fast",55,85,60,85,100,95,65,100
s0088,POTETO CHIP,POTETO CHIP,ROMA,카사네 테토(重音テト),https://youtu.be/MMy7KXZPpyw?si=K-56qVSXySWSU264,s0088.txt,"funny,hopeful,fast,ballad",100,50,70,50,30,95,70,70
s0089,Pastel Pace,Pastel Pace,MiliSen,카사네 테토(重音テト),https://youtu.be/Z7GatxEz-t4?si=BRTw8_9IwS8LwACf,s0089.txt,"happy,dreamy,cute,romantic",100,55,100,50,45,75,100,50
s0090,いーあるふぁんくらぶ,하나둘 팬클럽,미키토P,"GUMI,카가미네 린(鏡音リン)",https://youtu.be/oBgADhsOoog?si=OhYQB6zS2ZQeOwtF,s0090.txt,"energetic,funny",90,35,50,60,40,100,65,80
s0091,クノイチでも恋がしたい,쿠노이치라도 사랑이 하고 싶어,미키토P,"카가미네 린(鏡音リン),하츠네 미쿠(初音ミク)",https://youtu.be/eI4F8vuxoQE?si=a6n4PgYv64i-niAN,s0091.txt,"cute,energetic,funny",100,35,55,60,40,100,100,80
s0092,バレリーコ,발레리코,미키토P,GUMI,https://youtu.be/4Ohpj2GDbRQ?si=ToGP05TelI0TfPvj,s0092.txt,"dark,energetic,fast",55,55,55,80,85,100,50,80
s0093,ロキ,로키,미키토P,카가미네 린(鏡音リン),https://youtu.be/Xg-qfsKN2_E?si=smbjWBeOwnPVtE5_,s0093.txt,"cute,energetic",80,45,55,60,50,95,85,60
s0094,少女レイ,소녀 레이,미키토P,하츠네 미쿠(初音ミク),https://youtu.be/JW3N-HvU0MA?si=-LjDbWsbV4gsVdrt,s0094.txt,"dreamy,romantic,hopeful",95,60,100,50,45,60,65,50
s0095,magnet,magnet,유성P,"하츠네 미쿠(初音ミク),메구리네 루카(巡音ルカ)",https://youtu.be/cf1ryWClGpU?si=CKy-7ntymKVjKQGu,s0095.txt,"lonely,romantic,ballad",75,100,90,40,65,20,60,40
s0096,マトリョシカ,마트료시카,하치,"GUMI,하츠네 미쿠(初音ミク)",https://youtu.be/HOz-9FzIDf0?si=IzR6Ekoy5YLvAp9J,s0096.txt,"chaotic,mysterious,fast",50,50,75,95,80,100,50,100
s0097,ドーナツホール,도넛 홀,하치,GUMI,https://youtu.be/qnX2CdOBcDI?si=ep3WZvU4VYAfbvGD,s0097.txt,"nostalgic,hopeful,fast",85,60,80,60,45,85,55,60
s0098,砂の惑星,모래의 행성,하치,하츠네 미쿠(初音ミク),https://youtu.be/AS4q9yaWJkI?si=odtpnyG4GflwJWpv,s0098.txt,"nostalgic,despair,fast",40,100,75,75,90,65,50,70
s0099,炉心融解,노심융해,iroha,카가미네 린(鏡音リン),https://youtu.be/dSw8CucthGc?si=CUJS_yDiN8-yfHV4,s0099.txt,"dark,energetic,despair",30,95,60,85,100,80,50,80
s0100,我ら!ゴミ分別団,우리! 쓰레기 분류단,카테라자와,"카사네 테토(重音テト),즌다몬(ずんだもん)",https://youtu.be/OreUrf87EUE?si=GGfZezBzp5_F4i8V,s0100.txt,"cute,funny",100,40,55,50,40,80,100,70
s0101,オーバーライド,오버라이드,요시다 야세이,카사네 테토(重音テト),https://youtu.be/LLjfal8jCYI?si=rRIsCAZOoethjgXd,s0101.txt,"sad,energetic,funny",90,65,55,60,50,95,65,80
s0102,ループザルーム,루프 더 룸,루시노,하츠네 미쿠(初音ミク),https://youtu.be/icBDYkfxpMs?si=wmJO7JOEmufcpxDi,s0102.txt,"chaotic,nostalgic,rock",55,75,70,85,75,90,50,95
s0103,バゥムクゥヘン・エンドロゥル,바움쿠헨 엔드롤,Amala,"카가미네 린(鏡音リン),카사네 테토(重音テト),하츠네 미쿠(初音ミク)",https://youtu.be/Dz5rALpx06M?si=izbmLFcYSqX_emqB,s0103.txt,"happy,dark,horror",50,65,65,90,100,75,60,80
s0104,ダイダイダイダイダイキライ,정말정말정말정말정말싫어,Amala,"카사네 테토(重音テト),하츠네 미쿠(初音ミク)",https://youtu.be/klIxS5o65C4?si=wf24PzNHSqEMm5aQ,s0104.txt,"energetic,chaotic,fast",65,40,50,90,60,100,50,100
s0105,アンチサイクロン,안티 사이클론,이나바 쿠모리,카아이 유키(歌愛ユキ),https://youtu.be/2_93SNGYgYs?si=U-8sTixnLtCMAUi-,s0105.txt,"cute,lonely,hopeful",95,70,80,50,55,65,90,50
s0106,リレイアウター,릴레이아우터,이나바 쿠모리,카아이 유키(歌愛ユキ),https://youtu.be/b56xjtP6Qac?si=bGepGwmv1efu43U9,s0106.txt,"cute,nostalgic,hopeful",100,65,85,50,45,65,90,50
s0107,ロストアンブレラ,로스트 엄브렐라,이나바 쿠모리,카아이 유키(歌愛ユキ),https://youtu.be/DeKLpgzh-qQ?si=gJCphzH2MZbEh4gf,s0107.txt,"dark,cute,chaotic",60,65,60,80,95,85,85,95
s0108,ローリンガール,롤링 걸,wowaka,하츠네 미쿠(初音ミク),https://youtu.be/vnw8zURAxkU?si=9SCeYLjr2uQLT2YJ,s0108.txt,"dark,hopeful,rock",65,65,65,75,85,90,55,70
s0109,初音ミクの消失,하츠네 미쿠의 소실,cosMo폭주P,하츠네 미쿠(初音ミク),https://youtu.be/VWVtIg5cdDU?si=dfdKdSDQh_F5W8SC,s0109.txt,"chaotic,fast,electronic",65,45,65,90,60,100,50,100
s0110,カンタレラ,칸타렐라,흑토끼P,"하츠네 미쿠(初音ミク),KAITO",https://youtu.be/OQz8nEKzgZs?si=rTGhU4kKmQABeS5F,s0110.txt,"sad,romantic,hopeful",95,85,80,50,50,55,65,50
s0111,上弦の月,상현달,흑토끼P,KAITO,https://youtu.be/-r_sn_pF5Pw?si=s6Yzvy748sbk5kBA,s0111.txt,"sad,romantic,ballad",75,100,80,40,60,20,60,40
s0112,千本桜,천본앵,흑토끼P,하츠네 미쿠(初音ミク),https://youtu.be/shs0rAiwsGQ?si=uhEEEG9me7ZJL4vV,s0112.txt,"energetic,nostalgic",65,65,70,60,55,75,50,60
s0113,ロミオとシンデレラ,로미오와 신데렐라,doriko,하츠네 미쿠(初音ミク),https://youtu.be/9HrOqmiEsN8?si=v37GzLFtMmOmptmK,s0113.txt,"chaotic,romantic,rock",70,65,65,85,70,100,60,95
s0114,みくみくにしてあげる♪,미쿠미쿠하게 해줄게♪,ika_mo,하츠네 미쿠(初音ミク),https://youtu.be/veZ9-V5p71A?si=5Z6F30CF-AEtd_Nv,s0114.txt,"happy,cute",100,40,55,50,40,80,95,50
s0115,ぽっぴっぽー,폿핏포,라마즈P,하츠네 미쿠(初音ミク),https://youtu.be/HQgaCVT9Bw8?si=qWRvlZgh7Nvs691q,s0115.txt,"cute,energetic,funny",100,35,55,60,40,100,100,80
s0116,キャンディークッキーチョコレート,캔디 쿠키 초콜릿,하로케루,"카사네 테토(重音テト),하츠네 미쿠(初音ミク)",https://youtu.be/bI3542HJRzY?si=hI0kOuxpgyINqxaQ,s0116.txt,"cute,funny,horror",80,50,65,80,80,85,100,90
s0117,だ・し・て,꺼・내・줘,하로케루,"카사네 테토(重音テト),하츠네 미쿠(初音ミク)",https://youtu.be/c4UFhgGrRCk?si=2Vocv3fwGzU5J--8,s0117.txt,"cute,angry,chaotic",65,60,55,100,80,100,85,100
s0118,シャルル,샤를,벌룬,v flower,https://youtu.be/TA5OFS_xX0c?si=EIBCMEHyv51wgIym,s0118.txt,"sad,romantic,rock",70,95,70,65,70,65,60,60
s0119,いますぐ輪廻,지금 바로 윤회,나키소,하츠네 미쿠(初音ミク),https://youtu.be/3iUgKH8c7p4?si=wSRR-xxMoZAoUZkh,s0119.txt,"cute,chaotic,horror",50,60,65,100,100,90,85,100
s0120,M@GICAL☆CURE! LOVE ♥ SHOT!,매지컬 큐어 러브 샷,SAWTOWNE,하츠네 미쿠(初音ミク),https://youtu.be/LaEgpNBt-bQ?si=U3zVXZio2qK7oAbB,s0120.txt,"cute,electronic",80,50,70,60,50,80,85,60
s0121,お返事まだカナ💦❓️おじさん構文😁❗️,답장 아직일까💦❓️ 아저씨 구문😁❗️,요시모토 아저씨,우이(雨衣),https://youtu.be/8E8aWeY-pAc?si=yibe0KgEGBv88fV0,s0121.txt,"cute,funny",100,40,55,50,40,80,100,70
